Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.01048,21.79915,0.00605,30.51898,4,88.6148275862069,2,2298
4.0034,21.79997,0.01211,30.51898,4,88.51034482758621,2,2299
3.99761,21.79997,0.01818,30.51898,4,88.40568965517242,2,2300
3.99246,21.79997,0.02423,30.5078,4,88.30137931034483,2,2301
3.98796,21.79915,0.03027,30.51898,4,88.19724137931036,2,2302
3.9841,21.79997,0.03633,30.51898,4,88.09275862068965,2,2303
3.98088,21.79997,0.04237,30.5078,4,87.98862068965518,2,2304
3.97766,21.79915,0.04845,30.51898,4,87.88379310344828,2,2305
3.97444,21.79915,0.05452,30.51898,4,87.77913793103448,2,2306
3.97251,21.79915,0.06054,30.51898,4,87.67534482758622,2,2307
3.96929,21.79915,0.0666,30.5078,4,87.57086206896552,2,2308
3.96672,21.79997,0.07265,30.51898,4,87.46655172413793,2,2309
3.96479,21.79997,0.07872,30.73138,4,87.36189655172416,2,2310
3.96221,21.79997,0.08479,30.73138,4,87.25724137931036,2,2311
3.960280000000001,21.79997,0.09082,30.7202,4,87.15327586206898,2,2312
3.95771,21.79997,0.09691,30.7202,4,87.04827586206896,2,2313
3.95578,21.79915,0.10296,30.73138,4,86.94396551724138,2,2314
3.95449,21.79915,0.10902,30.9326,4,86.83948275862069,2,2315
3.95256,21.79915,0.11507,30.9326,4,86.73517241379311,2,2316
3.95063,21.79915,0.12112,30.7202,4,86.63086206896553,2,2317
3.9487,21.79997,0.12717,30.9326,4,86.52655172413793,2,2318
3.94741,21.79997,0.13323,30.9326,4,86.42206896551724,2,2319
3.94548,21.79997,0.13929,30.94378,4,86.31758620689656,2,2320
3.94419,21.79997,0.14533,30.9326,4,86.21344827586208,2,2321
3.94226,21.79997,0.1514,31.14501,4,86.10879310344829,2,2322
3.94097,21.79915,0.15742,31.13383,4,86.00500000000001,2,2323
3.93968,21.79915,0.16352,31.14501,4,85.8998275862069,2,2324
3.93775,21.79915,0.16956,31.14501,4,85.79568965517242,2,2325
3.93647,21.79915,0.17561,31.14501,4,85.69137931034484,2,2326
3.93454,21.79997,0.18165,31.14501,4,85.58724137931034,2,2327
3.93389,21.79997,0.18773,31.35741,4,85.48241379310345,2,2328
3.93196,21.79997,0.19376,31.35741,4,85.37844827586207,2,2329
3.93067,21.79997,0.19984,31.35741,4,85.27362068965519,2,2330
3.92939,21.79915,0.2058699999999999,31.35741,4,85.1696551724138,2,2331
3.9281,21.79915,0.21193,31.36859,4,85.0651724137931,2,2332
3.92681,21.79915,0.21798,31.35741,4,84.96086206896553,2,2333
3.92488,21.79997,0.22404,31.55863,4,84.85637931034485,2,2334
3.92359,21.79997,0.2301,31.56981,4,84.75189655172413,2,2335
3.92231,21.79997,0.23617,31.56981,4,84.64724137931034,2,2336
3.92102,21.79997,0.2422099999999999,31.56981,4,84.54310344827587,2,2337
3.91973,21.79997,0.24828,31.56981,4,84.43844827586207,2,2338
3.91844,21.79997,0.25433,31.580990000000003,4,84.33413793103448,2,2339
3.91651,21.79915,0.26037,31.771040000000003,4,84.23,2,2340
3.91523,21.79915,0.26642,31.771040000000003,4,84.12568965517242,2,2341
3.91394,21.79915,0.2725,31.78222,4,84.02086206896553,2,2342
3.91265,21.79997,0.27856,31.771040000000003,4,83.91637931034484,2,2343
3.91136,21.79997,0.28462,31.78222,4,83.81189655172413,2,2344
3.91008,21.79997,0.29068,31.78222,4,83.70741379310346,2,2345
3.90879,21.79997,0.29671,31.99462,4,83.60344827586208,2,2346
3.9075,21.79915,0.30278,31.98344,4,83.49879310344828,2,2347
3.90557,21.79915,0.30881,31.98344,4,83.3948275862069,2,2348
3.90428,21.79915,0.31489,31.98344,4,83.29,2,2349
3.903,21.79915,0.32093,31.98344,4,83.18586206896553,2,2350
3.90171,21.79915,0.32699,31.98344,4,83.08137931034483,2,2351
3.90042,21.79915,0.33304,31.98344,4,82.97706896551725,2,2352
3.89914,21.79997,0.33912,31.98344,4,82.87224137931035,2,2353
3.89785,21.79997,0.34518,31.98344,4,82.76775862068966,2,2354
3.89592,21.79997,0.3512,32.20702,4,82.66396551724138,2,2355
3.89463,21.79915,0.35725,32.195840000000004,4,82.55965517241381,2,2356
3.89334,21.79915,0.36333,32.195840000000004,4,82.4548275862069,2,2357
3.89206,21.79915,0.36938,32.195840000000004,4,82.35051724137932,2,2358
3.89077,21.79997,0.37545,32.195840000000004,4,82.24586206896554,2,2359
3.88948,21.79997,0.3815,32.195840000000004,4,82.14155172413794,2,2360
3.88884,21.79997,0.38754,32.195840000000004,4,82.03741379310345,2,2361
3.88755,21.79997,0.3936,32.195840000000004,4,81.93293103448276,2,2362
3.88626,21.79915,0.3996699999999999,32.195840000000004,4,81.82827586206898,2,2363
3.88498,21.79915,0.40571,32.195840000000004,4,81.72413793103449,2,2364
3.88369,21.79915,0.41175,32.195840000000004,4,81.62000000000002,2,2365
3.8824,21.79915,0.4178199999999999,32.40825,4,81.51534482758622,2,2366
3.88111,21.79997,0.42386,32.195840000000004,4,81.41120689655173,2,2367
3.88047,21.79997,0.4299199999999999,32.195840000000004,4,81.30672413793104,2,2368
