Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.0385,-16.34971,0.00452,28.22467,3,86.04999999999998,13,33605
4.0327,-16.34889,0.00908,28.22467,3,85.97137931034483,13,33606
4.02883,-16.34971,0.0136199999999999,28.22467,3,85.89310344827585,13,33607
4.02497,-16.34971,0.01816,28.22467,3,85.81482758620689,13,33608
4.0211,-16.34971,0.02269,28.22467,3,85.73672413793103,13,33609
4.01853,-16.34971,0.0272399999999999,28.22467,3,85.65827586206896,13,33610
4.01531,-16.34889,0.03179,28.21344,3,85.57982758620689,13,33611
4.01273,-16.34889,0.03632,28.2022,3,85.50172413793103,13,33612
4.01015,-16.34971,0.04087,28.22467,3,85.42327586206896,13,33613
4.00822,-16.34971,0.0454,28.22467,3,85.3451724137931,13,33614
4.00629,-16.34971,0.04996,28.22467,3,85.26655172413793,13,33615
4.00435,-16.34889,0.0545,28.22467,3,85.18827586206895,13,33616
4.00242,-16.34889,0.0590299999999999,28.21344,3,85.1101724137931,13,33617
4.00049,-16.34889,0.06355,28.22467,3,85.03224137931034,13,33618
3.99856,-16.34889,0.06811,28.22467,3,84.95362068965517,13,33619
3.99727,-16.34889,0.07265,28.42683,3,84.87534482758619,13,33620
3.99598,-16.34971,0.07719,28.42683,3,84.79706896551723,13,33621
3.99405,-16.34971,0.08172,28.22467,3,84.71896551724137,13,33622
3.99276,-16.34971,0.08626,28.22467,3,84.6406896551724,13,33623
3.99147,-16.34971,0.09082,28.42683,3,84.56206896551723,13,33624
3.98954,-16.34971,0.09537,28.42683,3,84.48362068965517,13,33625
3.98889,-16.34971,0.0998899999999999,28.4156,3,84.4056896551724,13,33626
3.98761,-16.34889,0.10444,28.42683,3,84.32724137931034,13,33627
3.98632,-16.34889,0.109,28.42683,3,84.24862068965517,13,33628
3.98503,-16.34971,0.11354,28.4156,3,84.17034482758619,13,33629
3.98374,-16.34971,0.1180599999999999,28.42683,3,84.09241379310343,13,33630
3.98245,-16.34889,0.12262,28.42683,3,84.01379310344826,13,33631
3.98116,-16.34971,0.12715,28.42683,3,83.9356896551724,13,33632
3.97987,-16.34889,0.13169,28.42683,3,83.85741379310343,13,33633
3.97923,-16.34889,0.13622,28.4156,3,83.77931034482758,13,33634
3.97794,-16.34889,0.14077,28.42683,3,83.7008620689655,13,33635
3.9773,-16.34889,0.1453,28.629,3,83.62275862068965,13,33636
3.97601,-16.34971,0.14986,28.629,3,83.54413793103447,13,33637
3.97472,-16.34971,0.1544,28.629,3,83.4658620689655,13,33638
3.97408,-16.34971,0.15893,28.64023,3,83.38775862068965,13,33639
3.97279,-16.34971,0.1635,28.64023,3,83.30896551724138,13,33640
3.9715,-16.34889,0.16801,28.629,3,83.23120689655171,13,33641
3.97021,-16.34889,0.17255,28.629,3,83.15293103448275,13,33642
