Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.04945,-10.89898,0.0030399999999999,24.2375,2,84.90189655172415,9,31221
4.04494,-10.89898,0.00606,24.24873,2,84.8498275862069,9,31222
4.04172,-10.89898,0.0091,24.2375,2,84.79741379310344,9,31223
4.03914,-10.89898,0.01212,24.24873,2,84.7453448275862,9,31224
4.03656,-10.89898,0.01516,24.2375,2,84.69293103448275,9,31225
4.03399,-10.89981,0.01818,24.24873,2,84.64086206896552,9,31226
4.03206,-10.89981,0.02121,24.24873,2,84.58862068965517,9,31227
4.03012,-10.89898,0.02423,24.24873,2,84.53655172413792,9,31228
4.02819,-10.89981,0.02725,24.4509,2,84.48448275862069,9,31229
4.0269,-10.89898,0.03028,24.4509,2,84.43224137931034,9,31230
4.02497,-10.89981,0.03331,24.2375,2,84.38,9,31231
4.023680000000001,-10.89898,0.03634,24.24873,2,84.32775862068965,9,31232
4.02175,-10.89981,0.03937,24.24873,2,84.27551724137932,9,31233
4.02046,-10.89981,0.04239,24.4509,2,84.22344827586207,9,31234
4.01917,-10.89981,0.04543,24.4509,2,84.17103448275863,9,31235
4.01788,-10.89981,0.04845,24.46213,2,84.11896551724138,9,31236
4.01724,-10.89981,0.05147,24.25996,2,84.06689655172413,9,31237
4.01595,-10.89981,0.05451,24.4509,2,84.01448275862069,9,31238
4.01466,-10.89981,0.05754,24.46213,2,83.96224137931034,9,31239
4.01337,-10.89898,0.06056,24.4509,2,83.9101724137931,9,31240
4.01208,-10.89898,0.06358,24.43966,2,83.85810344827586,9,31241
4.0108,-10.89898,0.06662,24.4509,2,83.8056896551724,9,31242
4.01015,-10.89981,0.06965,24.4509,2,83.75344827586206,9,31243
4.00951,-10.89981,0.07267,24.4509,2,83.70137931034483,9,31244
4.00822,-10.89898,0.0757,24.4509,2,83.64913793103447,9,31245
4.00758,-10.89898,0.07872,24.4509,2,83.59706896551724,9,31246
4.0069300000000005,-10.89898,0.08176,24.43966,2,83.54465517241378,9,31247
4.0056400000000005,-10.89898,0.08479,24.4509,2,83.49241379310345,9,31248
4.005,-10.89981,0.08781,24.4509,2,83.4403448275862,9,31249
4.00371,-10.89898,0.09084,24.67552,2,83.38810344827586,9,31250
4.00307,-10.89981,0.09386,24.66429,2,83.3360344827586,9,31251
4.00242,-10.89981,0.09689,24.4509,2,83.28379310344826,9,31252
4.00113,-10.89898,0.0999299999999999,24.4509,2,83.23137931034483,9,31253
4.00049,-10.89981,0.10295,24.4509,2,83.17931034482758,9,31254
3.99984,-10.89898,0.1059799999999999,24.66429,2,83.12706896551724,9,31255
3.9992,-10.89898,0.109,24.67552,2,83.075,9,31256
3.99856,-10.89981,0.1120299999999999,24.46213,2,83.02275862068966,9,31257
3.99791,-10.89898,0.11505,24.66429,2,82.97068965517241,9,31258
3.99727,-10.89981,0.11809,24.66429,2,82.91827586206897,9,31259
3.99598,-10.89898,0.12112,24.66429,2,82.86603448275861,9,31260
3.99534,-10.89981,0.1241299999999999,24.67552,2,82.81413793103448,9,31261
3.99469,-10.89898,0.12717,24.66429,2,82.76172413793103,9,31262
3.99405,-10.89898,0.1302,24.66429,2,82.70948275862068,9,31263
3.9934,-10.89898,0.13322,24.67552,2,82.65741379310346,9,31264
3.99211,-10.89981,0.13625,24.66429,2,82.60517241379308,9,31265
3.99147,-10.89898,0.13927,24.66429,2,82.55310344827586,9,31266
3.99083,-10.89981,0.1423,24.85523,2,82.50086206896552,9,31267
3.990180000000001,-10.89898,0.14533,24.67552,2,82.44862068965516,9,31268
3.98954,-10.89898,0.14837,24.67552,2,82.39620689655172,9,31269
3.98889,-10.89981,0.15138,24.87769,2,82.34431034482759,9,31270
3.98825,-10.89981,0.15442,24.67552,2,82.29189655172414,9,31271
3.98761,-10.89898,0.15745,24.87769,2,82.23965517241379,9,31272
3.98632,-10.89898,0.1604799999999999,24.87769,2,82.18741379310346,9,31273
3.98567,-10.89898,0.16351,24.87769,2,82.13517241379311,9,31274
3.98503,-10.89898,0.16652,24.87769,2,82.08327586206896,9,31275
3.98438,-10.89898,0.16955,24.86646,2,82.03103448275861,9,31276
3.98374,-10.89981,0.1725799999999999,24.86646,2,81.97879310344827,9,31277
3.98245,-10.89898,0.17561,24.87769,2,81.92655172413792,9,31278
3.98181,-10.89898,0.17864,24.87769,2,81.87431034482759,9,31279
3.98116,-10.89981,0.18166,24.86646,2,81.82224137931034,9,31280
3.98052,-10.89981,0.18469,24.87769,2,81.77,9,31281
3.97923,-10.89981,0.18772,24.87769,2,81.71775862068966,9,31282
3.97859,-10.89981,0.19075,24.87769,2,81.66551724137929,9,31283
3.97794,-10.89981,0.19378,24.87769,2,81.61327586206896,9,31284
3.9773,-10.89898,0.1968099999999999,25.07986,2,81.56103448275861,9,31285
3.97665,-10.89981,0.19983,24.87769,2,81.50896551724138,9,31286
3.97601,-10.89898,0.2028599999999999,24.86646,2,81.45672413793103,9,31287
3.97472,-10.89981,0.20589,25.07986,2,81.40448275862069,9,31288
3.97408,-10.89898,0.2089099999999999,25.09109,2,81.35241379310345,9,31289
3.973430000000001,-10.89981,0.21193,25.07986,2,81.3003448275862,9,31290
3.97214,-10.89981,0.21497,25.07986,2,81.24793103448275,9,31291
3.9715,-10.89898,0.218,25.09109,2,81.1956896551724,9,31292
3.97021,-10.89898,0.22103,25.07986,2,81.14344827586207,9,31293
3.96957,-10.89898,0.22404,25.07986,2,81.09155172413794,9,31294
3.96892,-10.89898,0.22709,25.09109,2,81.03896551724138,9,31295
3.968280000000001,-10.89898,0.2301099999999999,25.07986,2,80.98689655172414,9,31296
3.96699,-10.89898,0.23313,25.07986,2,80.9348275862069,9,31297
3.96635,-10.89898,0.2361599999999999,25.07986,2,80.88258620689655,9,31298
3.9657,-10.89898,0.23919,25.07986,2,80.8303448275862,9,31299
3.96441,-10.89981,0.2422099999999999,25.06863,2,80.77827586206897,9,31300
3.96377,-10.89898,0.24525,25.09109,2,80.72586206896551,9,31301
3.963130000000001,-10.89981,0.2482599999999999,25.07986,2,80.67396551724137,9,31302
3.96184,-10.89981,0.2513,25.09109,2,80.62155172413793,9,31303
3.96119,-10.89981,0.25434,25.07986,2,80.56913793103449,9,31304
3.9599,-10.89898,0.25735,25.07986,2,80.51724137931035,9,31305
3.95926,-10.89898,0.26038,25.16971,2,80.465,9,31306
3.95862,-10.89898,0.2634,25.29326,2,80.41293103448275,9,31307
3.95797,-10.89898,0.26643,25.29326,2,80.36068965517241,9,31308
3.95668,-10.89898,0.26948,25.29326,2,80.30810344827586,9,31309
3.95604,-10.89981,0.27249,25.07986,2,80.25620689655172,9,31310
3.9554,-10.89981,0.27553,25.29326,2,80.20379310344828,9,31311
3.95411,-10.89898,0.27855,25.29326,2,80.15172413793103,9,31312
3.95346,-10.89981,0.28158,25.29326,2,80.0994827586207,9,31313
3.95282,-10.89981,0.2846,25.29326,2,80.04741379310344,9,31314
3.95153,-10.89898,0.28763,25.29326,2,79.9951724137931,9,31315
3.95089,-10.89898,0.29066,25.29326,2,79.94293103448275,9,31316
3.9496,-10.89898,0.29369,25.29326,2,79.89068965517241,9,31317
3.94895,-10.89981,0.29672,25.29326,2,79.83844827586206,9,31318
3.94831,-10.89981,0.29973,25.29326,2,79.78655172413792,9,31319
3.94766,-10.89981,0.30277,25.29326,2,79.73413793103448,9,31320
3.94702,-10.89898,0.3058,25.30449,2,79.68189655172415,9,31321
3.94573,-10.89981,0.30882,25.30449,2,79.62982758620689,9,31322
3.94509,-10.89981,0.3118599999999999,25.29326,2,79.57741379310343,9,31323
3.94444,-10.89981,0.31488,25.29326,2,79.52534482758621,9,31324
3.9438,-10.89981,0.3179099999999999,25.29326,2,79.47310344827586,9,31325
3.94316,-10.89898,0.32093,25.29326,2,79.42103448275863,9,31326
3.94251,-10.89981,0.3239599999999999,25.282020000000003,2,79.36879310344828,9,31327
