Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.06455,-5.4504,0.0015199999999999,23.00661,1,85.2703448275862,47,328239
4.06262,-5.44958,0.00303,23.00661,1,85.24431034482758,47,328240
4.06004,-5.4504,0.00455,22.79421,1,85.21810344827585,47,328241
4.05876,-5.44958,0.00606,22.80539,1,85.19206896551724,47,328242
4.05747,-5.44958,0.00757,22.79421,1,85.1660344827586,47,328243
4.05618,-5.4504,0.00909,23.00661,1,85.13982758620689,47,328244
4.0549,-5.4504,0.0106,22.79421,1,85.11379310344827,47,328245
4.05361,-5.44958,0.01211,23.00661,1,85.08775862068966,47,328246
4.05296,-5.44958,0.01363,23.00661,1,85.06155172413793,47,328247
4.05168,-5.4504,0.01514,22.79421,1,85.03551724137931,47,328248
4.05039,-5.4504,0.0166599999999999,23.00661,1,85.00931034482758,47,328249
4.04975,-5.4504,0.01817,23.00661,1,84.98327586206896,47,328250
4.04846,-5.4504,0.01969,22.80539,1,84.95706896551724,47,328251
4.04782,-5.4504,0.02119,23.00661,1,84.93120689655173,47,328252
4.04717,-5.4504,0.02271,23.00661,1,84.905,47,328253
4.046530000000001,-5.44958,0.02422,23.00661,1,84.87896551724138,47,328254
4.04588,-5.4504,0.02574,23.00661,1,84.85275862068966,47,328255
4.04524,-5.44958,0.02725,22.79421,1,84.82672413793102,47,328256
4.0446,-5.4504,0.02877,23.00661,1,84.80051724137931,47,328257
4.04395,-5.4504,0.03028,23.00661,1,84.77448275862068,47,328258
4.04331,-5.44958,0.03179,23.00661,1,84.74844827586206,47,328259
4.042669999999999,-5.44958,0.03331,23.00661,1,84.72224137931033,47,328260
4.04202,-5.44958,0.03482,23.00661,1,84.69620689655173,47,328261
4.04138,-5.4504,0.03634,23.00661,1,84.67,47,328262
4.04074,-5.44958,0.03785,23.00661,1,84.64396551724138,47,328263
4.04009,-5.4504,0.03936,23.00661,1,84.61793103448275,47,328264
4.03945,-5.4504,0.04088,22.99543,1,84.59172413793104,47,328265
4.0388,-5.4504,0.04239,23.00661,1,84.5656896551724,47,328266
4.03816,-5.44958,0.04391,23.00661,1,84.53948275862068,47,328267
4.03816,-5.44958,0.04542,23.00661,1,84.51344827586206,47,328268
4.03752,-5.44958,0.04693,23.00661,1,84.48741379310344,47,328269
4.03687,-5.4504,0.04845,23.00661,1,84.46120689655173,47,328270
4.03687,-5.44958,0.04996,23.00661,1,84.4351724137931,47,328271
4.036230000000001,-5.4504,0.05147,23.00661,1,84.40913793103446,47,328272
4.03559,-5.4504,0.0529899999999999,23.00661,1,84.38293103448275,47,328273
4.03494,-5.44958,0.05451,23.21902,1,84.35672413793104,47,328274
4.03494,-5.44958,0.05602,23.00661,1,84.3306896551724,47,328275
4.0343,-5.4504,0.05753,23.00661,1,84.30465517241379,47,328276
4.03366,-5.44958,0.0590399999999999,23.20784,1,84.27862068965518,47,328277
4.03366,-5.4504,0.06056,23.20784,1,84.25241379310344,47,328278
4.03301,-5.44958,0.06207,23.20784,1,84.22637931034481,47,328279
4.032369999999999,-5.4504,0.06358,23.20784,1,84.2003448275862,47,328280
4.032369999999999,-5.44958,0.0651,23.20784,1,84.17413793103447,47,328281
4.03172,-5.4504,0.06662,23.21902,1,84.14793103448275,47,328282
4.03108,-5.4504,0.06813,23.00661,1,84.12189655172413,47,328283
4.03108,-5.44958,0.06964,23.21902,1,84.09586206896552,47,328284
4.0304400000000005,-5.44958,0.07116,23.00661,1,84.06965517241379,47,328285
4.02979,-5.44958,0.07267,23.21902,1,84.04362068965517,47,328286
4.02979,-5.4504,0.07418,23.21902,1,84.01758620689655,47,328287
4.02915,-5.44958,0.0757,23.21902,1,83.99137931034481,47,328288
4.02851,-5.44958,0.07721,23.21902,1,83.96534482758621,47,328289
4.02851,-5.44958,0.07872,23.20784,1,83.93931034482759,47,328290
4.02786,-5.4504,0.0802399999999999,23.21902,1,83.91310344827586,47,328291
4.02786,-5.4504,0.08175,23.21902,1,83.88706896551723,47,328292
4.02722,-5.4504,0.08327,23.20784,1,83.86086206896552,47,328293
4.02658,-5.4504,0.08479,23.20784,1,83.83465517241379,47,328294
4.02658,-5.44958,0.0863,23.21902,1,83.80862068965517,47,328295
4.025930000000001,-5.4504,0.08781,23.20784,1,83.78258620689655,47,328296
4.025930000000001,-5.44958,0.08932,23.20784,1,83.75655172413792,47,328297
