Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.04945,-10.89981,0.00303,24.4509,2,84.74827586206897,26,97507
4.04494,-10.89981,0.00606,24.4509,2,84.69603448275863,26,97508
4.04172,-10.89898,0.00909,24.2375,2,84.64379310344829,26,97509
4.03914,-10.89898,0.01211,24.2375,2,84.59172413793104,26,97510
4.03656,-10.89898,0.01514,24.4509,2,84.5394827586207,26,97511
4.03399,-10.89898,0.01816,24.4509,2,84.48741379310344,26,97512
4.03206,-10.89898,0.02119,24.4509,2,84.4351724137931,26,97513
4.03012,-10.89898,0.02422,24.2375,2,84.38293103448277,26,97514
4.02819,-10.89981,0.02725,24.43966,2,84.3306896551724,26,97515
4.02626,-10.89898,0.03028,24.46213,2,84.27844827586206,26,97516
4.02497,-10.89898,0.03331,24.4509,2,84.22620689655172,26,97517
4.02304,-10.89981,0.03634,24.4509,2,84.17396551724138,26,97518
4.02175,-10.89898,0.03937,24.4509,2,84.12172413793104,26,97519
4.02046,-10.89898,0.0424,24.4509,2,84.0694827586207,26,97520
4.01917,-10.89898,0.04542,24.4509,2,84.01741379310344,26,97521
4.01788,-10.89898,0.04844,24.43966,2,83.96534482758621,26,97522
4.01659,-10.89981,0.05147,24.43966,2,83.91310344827586,26,97523
4.01531,-10.89898,0.05449,24.4509,2,83.86103448275861,26,97524
4.01466,-10.89981,0.05752,24.46213,2,83.80879310344827,26,97525
4.01337,-10.89981,0.06056,24.43966,2,83.75637931034484,26,97526
4.01208,-10.89981,0.06358,24.4509,2,83.70431034482759,26,97527
4.0108,-10.89898,0.0666,24.4509,2,83.65224137931034,26,97528
4.01015,-10.89981,0.06965,24.4509,2,83.59965517241379,26,97529
4.008859999999999,-10.89898,0.07267,24.4509,2,83.54758620689655,26,97530
4.00822,-10.89981,0.07569,24.4509,2,83.49551724137932,26,97531
4.0069300000000005,-10.89981,0.07872,24.4509,2,83.44327586206897,26,97532
4.00629,-10.89981,0.08175,24.67552,2,83.39103448275861,26,97533
4.0056400000000005,-10.89898,0.08478,24.65306,2,83.33879310344827,26,97534
4.00435,-10.89981,0.0877899999999999,24.66429,2,83.28689655172414,26,97535
4.00371,-10.89898,0.09082,24.66429,2,83.2346551724138,26,97536
4.00242,-10.89981,0.09386,24.66429,2,83.18224137931034,26,97537
4.00178,-10.89898,0.09689,24.66429,2,83.13,26,97538
4.00113,-10.89898,0.09992,24.66429,2,83.07775862068966,26,97539
3.99984,-10.89981,0.10293,24.66429,2,83.02586206896552,26,97540
3.99984,-10.89898,0.1059799999999999,24.66429,2,82.97327586206897,26,97541
3.99856,-10.89981,0.10899,24.65306,2,82.92137931034482,26,97542
3.99791,-10.89898,0.11202,24.65306,2,82.86913793103447,26,97543
3.99727,-10.89981,0.11504,24.66429,2,82.81706896551725,26,97544
3.99662,-10.89981,0.11809,24.66429,2,82.7644827586207,26,97545
3.99598,-10.89981,0.1211,24.66429,2,82.71258620689655,26,97546
3.99534,-10.89898,0.12414,24.66429,2,82.6601724137931,26,97547
3.99405,-10.89898,0.12717,24.65306,2,82.60793103448275,26,97548
3.9934,-10.89898,0.1302,24.66429,2,82.55568965517242,26,97549
3.99276,-10.89898,0.13322,24.66429,2,82.50362068965518,26,97550
3.99211,-10.89898,0.13624,24.86646,2,82.45155172413793,26,97551
3.99083,-10.89898,0.13928,24.86646,2,82.39913793103447,26,97552
3.990180000000001,-10.89981,0.14229,24.86646,2,82.34724137931035,26,97553
3.98954,-10.89898,0.14533,24.87769,2,82.29482758620689,26,97554
3.98889,-10.89898,0.14836,24.87769,2,82.24258620689655,26,97555
3.98825,-10.89898,0.15138,24.66429,2,82.19051724137933,26,97556
3.98761,-10.89981,0.1544,24.86646,2,82.13844827586207,26,97557
3.98696,-10.89898,0.15743,24.87769,2,82.08620689655173,26,97558
3.98632,-10.89981,0.16046,24.87769,2,82.03396551724138,26,97559
3.98503,-10.89981,0.1635,24.87769,2,81.98155172413793,26,97560
3.98438,-10.89898,0.16652,24.86646,2,81.9294827586207,26,97561
3.98374,-10.89898,0.16955,24.87769,2,81.87724137931035,26,97562
3.9831,-10.89898,0.1725799999999999,24.86646,2,81.825,26,97563
3.98181,-10.89898,0.17561,24.86646,2,81.77275862068966,26,97564
3.98116,-10.89981,0.1786299999999999,24.87769,2,81.72068965517241,26,97565
3.98052,-10.89981,0.18165,24.87769,2,81.66862068965517,26,97566
3.97987,-10.89981,0.18469,25.07986,2,81.61620689655173,26,97567
3.97923,-10.89981,0.18771,25.07986,2,81.56413793103448,26,97568
3.97859,-10.89981,0.19075,25.07986,2,81.51172413793103,26,97569
3.9773,-10.89898,0.19377,25.07986,2,81.4596551724138,26,97570
3.97665,-10.89898,0.19679,25.07986,2,81.40758620689655,26,97571
3.97601,-10.89898,0.19983,25.07986,2,81.3551724137931,26,97572
3.97472,-10.89981,0.2028599999999999,25.09109,2,81.30293103448275,26,97573
3.97408,-10.89898,0.20588,25.07986,2,81.25086206896552,26,97574
