Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.04945,-10.89898,0.00303,24.46213,2,84.85051724137932,16,58525
4.04494,-10.89898,0.00605,24.46213,2,84.79844827586207,16,58526
4.04172,-10.89898,0.00908,24.4509,2,84.74620689655173,16,58527
4.03914,-10.89981,0.0121,24.46213,2,84.69413793103449,16,58528
4.03656,-10.89898,0.01514,24.4509,2,84.64172413793104,16,58529
4.03463,-10.89981,0.01817,24.4509,2,84.58948275862069,16,58530
4.03206,-10.89981,0.02119,24.46213,2,84.53741379310345,16,58531
4.03012,-10.89981,0.02423,24.46213,2,84.485,16,58532
4.02883,-10.89981,0.0272399999999999,24.4509,2,84.43310344827586,16,58533
4.0269,-10.89981,0.03028,24.46213,2,84.3806896551724,16,58534
4.02497,-10.89898,0.03331,24.46213,2,84.32844827586207,16,58535
4.023680000000001,-10.89898,0.03633,24.46213,2,84.27637931034482,16,58536
4.02175,-10.89898,0.03935,24.46213,2,84.2243103448276,16,58537
4.02046,-10.89981,0.04239,24.4509,2,84.17189655172415,16,58538
4.01917,-10.89898,0.04541,24.46213,2,84.1198275862069,16,58539
4.01788,-10.89981,0.04844,24.46213,2,84.06758620689655,16,58540
4.01724,-10.89981,0.05146,24.4509,2,84.01551724137931,16,58541
4.01595,-10.89898,0.05449,24.4509,2,83.96327586206897,16,58542
4.01466,-10.89981,0.05753,24.46213,2,83.91086206896551,16,58543
4.01337,-10.89898,0.06056,24.4509,2,83.85862068965518,16,58544
4.01208,-10.89898,0.06357,24.4509,2,83.80672413793103,16,58545
4.01144,-10.89898,0.0666,24.43966,2,83.7544827586207,16,58546
4.01015,-10.89981,0.06964,24.4509,2,83.70206896551726,16,58547
4.00951,-10.89981,0.07266,24.4509,2,83.65,16,58548
4.00822,-10.89898,0.07568,24.46213,2,83.59793103448276,16,58549
4.00758,-10.89898,0.07872,24.67552,2,83.54551724137932,16,58550
4.0069300000000005,-10.89898,0.08174,24.66429,2,83.49344827586206,16,58551
4.0056400000000005,-10.89981,0.08478,24.66429,2,83.44103448275862,16,58552
4.005,-10.89981,0.0878,24.66429,2,83.38896551724139,16,58553
4.00435,-10.89981,0.09083,24.66429,2,83.33672413793103,16,58554
4.00307,-10.89981,0.09386,24.66429,2,83.28448275862068,16,58555
4.00242,-10.89898,0.09688,24.67552,2,83.23241379310346,16,58556
4.00113,-10.89898,0.09991,24.66429,2,83.1801724137931,16,58557
4.00049,-10.89898,0.10294,24.66429,2,83.12793103448276,16,58558
3.99984,-10.89981,0.10597,24.66429,2,83.07568965517241,16,58559
3.9992,-10.89898,0.109,24.66429,2,83.02344827586207,16,58560
3.99856,-10.89981,0.1120099999999999,24.66429,2,82.97155172413794,16,58561
3.99791,-10.89981,0.11504,24.67552,2,82.91931034482761,16,58562
3.99727,-10.89898,0.1180799999999999,24.66429,2,82.86689655172414,16,58563
3.99598,-10.89898,0.12111,24.66429,2,82.81465517241381,16,58564
3.99534,-10.89898,0.1241299999999999,24.66429,2,82.76258620689656,16,58565
3.99469,-10.89981,0.12716,24.66429,2,82.71034482758621,16,58566
3.99405,-10.89981,0.13018,24.66429,2,82.65827586206898,16,58567
3.9934,-10.89981,0.13321,24.87769,2,82.60603448275863,16,58568
3.99211,-10.89898,0.13623,24.86646,2,82.55396551724138,16,58569
3.99147,-10.89898,0.13926,24.86646,2,82.50172413793103,16,58570
3.99083,-10.89898,0.1423,24.87769,2,82.4493103448276,16,58571
3.990180000000001,-10.89981,0.14532,24.87769,2,82.39724137931034,16,58572
3.98954,-10.89981,0.14835,24.87769,2,82.34500000000001,16,58573
3.98889,-10.89981,0.15138,24.86646,2,82.29275862068967,16,58574
3.98825,-10.89898,0.1544,24.87769,2,82.24068965517242,16,58575
3.98761,-10.89898,0.15743,24.87769,2,82.18844827586207,16,58576
3.98632,-10.89981,0.16046,24.87769,2,82.13620689655174,16,58577
3.98567,-10.89981,0.1635,24.87769,2,82.08379310344829,16,58578
3.98503,-10.89981,0.16651,24.88892,2,82.03189655172415,16,58579
3.98438,-10.89981,0.16955,24.87769,2,81.97948275862069,16,58580
3.98374,-10.89898,0.17257,24.87769,2,81.92741379310344,16,58581
3.9831,-10.89898,0.1756,25.07986,2,81.8751724137931,16,58582
3.98181,-10.89898,0.1786299999999999,25.09109,2,81.82293103448276,16,58583
3.98116,-10.89898,0.18166,25.07986,2,81.77068965517242,16,58584
3.97987,-10.89981,0.18467,25.07986,2,81.71879310344829,16,58585
3.97923,-10.89981,0.18771,25.07986,2,81.66637931034484,16,58586
3.97859,-10.89898,0.1907299999999999,25.07986,2,81.61431034482759,16,58587
3.97794,-10.89898,0.19377,25.07986,2,81.56189655172415,16,58588
3.9773,-10.89898,0.19679,25.07986,2,81.5098275862069,16,58589
3.97665,-10.89981,0.19982,25.07986,2,81.45758620689655,16,58590
3.97537,-10.89898,0.2028599999999999,25.09109,2,81.4051724137931,16,58591
