Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.06455,5.44958,0.0015199999999999,22.79421,1,85.325,31,214358
4.06262,5.44958,0.00303,22.79421,1,85.29896551724138,31,214359
4.06069,5.4504,0.00455,22.78303,1,85.27275862068967,31,214360
4.05876,5.4504,0.00606,22.79421,1,85.24672413793104,31,214361
4.05747,5.4504,0.00758,22.79421,1,85.22051724137933,31,214362
4.05618,5.4504,0.00909,22.78303,1,85.19448275862071,31,214363
4.0549,5.4504,0.01061,22.78303,1,85.16827586206898,31,214364
4.05361,5.4504,0.01211,22.79421,1,85.14241379310346,31,214365
4.05296,5.4504,0.01363,22.79421,1,85.11620689655173,31,214366
4.05168,5.44958,0.01514,22.78303,1,85.09017241379313,31,214367
4.05039,5.4504,0.0166599999999999,22.78303,1,85.06396551724139,31,214368
4.04975,5.44958,0.01817,22.78303,1,85.03793103448278,31,214369
4.0491,5.4504,0.01968,22.79421,1,85.01189655172415,31,214370
4.04782,5.4504,0.0212,22.79421,1,84.98568965517242,31,214371
4.04717,5.4504,0.0227199999999999,22.79421,1,84.95948275862071,31,214372
4.046530000000001,5.4504,0.02423,22.79421,1,84.93344827586208,31,214373
4.04588,5.4504,0.02574,22.78303,1,84.90741379310346,31,214374
4.04524,5.44958,0.02726,22.78303,1,84.88120689655173,31,214375
4.0446,5.44958,0.02877,22.78303,1,84.85517241379311,31,214376
4.04395,5.44958,0.03028,22.79421,1,84.82913793103448,31,214377
4.04331,5.4504,0.0318,22.78303,1,84.80293103448278,31,214378
4.042669999999999,5.4504,0.03331,22.78303,1,84.77689655172415,31,214379
4.04202,5.4504,0.03482,22.78303,1,84.75086206896553,31,214380
4.04138,5.4504,0.03634,22.78303,1,84.7246551724138,31,214381
4.04074,5.4504,0.03785,22.78303,1,84.69862068965519,31,214382
4.04009,5.4504,0.03937,22.79421,1,84.67241379310346,31,214383
4.03945,5.44958,0.04088,22.79421,1,84.64637931034484,31,214384
4.0388,5.4504,0.04239,22.79421,1,84.62034482758621,31,214385
4.0388,5.44958,0.04391,22.79421,1,84.59413793103448,31,214386
4.03816,5.44958,0.04542,22.79421,1,84.56810344827588,31,214387
4.03752,5.44958,0.04693,22.99543,1,84.54206896551726,31,214388
4.03687,5.4504,0.04845,23.00661,1,84.51586206896553,31,214389
4.03687,5.4504,0.04997,22.79421,1,84.4896551724138,31,214390
4.036230000000001,5.4504,0.05148,23.00661,1,84.46362068965519,31,214391
4.03559,5.4504,0.0529899999999999,22.99543,1,84.43758620689655,31,214392
4.03494,5.4504,0.0545,22.99543,1,84.41155172413794,31,214393
4.03494,5.44958,0.05602,22.79421,1,84.38534482758621,31,214394
4.0343,5.4504,0.05753,22.894820000000003,1,84.35931034482759,31,214395
4.03366,5.4504,0.05905,22.99543,1,84.33310344827588,31,214396
4.03366,5.4504,0.06056,22.99543,1,84.30706896551725,31,214397
4.03301,5.4504,0.0620799999999999,22.99543,1,84.28086206896553,31,214398
4.032369999999999,5.44958,0.06359,22.99543,1,84.25482758620691,31,214399
4.032369999999999,5.44958,0.06511,23.00661,1,84.22862068965519,31,214400
4.03172,5.44958,0.06662,23.00661,1,84.20258620689656,31,214401
4.03108,5.44958,0.06813,22.99543,1,84.17655172413794,31,214402
4.03108,5.44958,0.06965,23.00661,1,84.15034482758621,31,214403
4.0304400000000005,5.44958,0.07116,22.99543,1,84.12431034482759,31,214404
4.02979,5.44958,0.07267,22.99543,1,84.09827586206899,31,214405
4.02979,5.4504,0.0741899999999999,22.99543,1,84.07206896551725,31,214406
4.02915,5.4504,0.0757,22.99543,1,84.04603448275861,31,214407
4.02851,5.4504,0.07721,23.00661,1,84.02000000000001,31,214408
4.02851,5.4504,0.07873,23.00661,1,83.99379310344828,31,214409
4.02786,5.4504,0.0802399999999999,22.99543,1,83.96775862068966,31,214410
4.02786,5.44958,0.08176,23.00661,1,83.94155172413794,31,214411
4.02722,5.4504,0.08327,23.00661,1,83.91551724137932,31,214412
4.02658,5.4504,0.08479,23.00661,1,83.88931034482759,31,214413
4.02658,5.44958,0.0863,22.99543,1,83.86327586206899,31,214414
4.025930000000001,5.44958,0.08781,22.99543,1,83.83724137931036,31,214415
4.025930000000001,5.4504,0.0893299999999999,23.20784,1,83.81103448275864,31,214416
4.02529,5.44958,0.09084,22.99543,1,83.78500000000001,31,214417
4.02464,5.4504,0.09235,22.99543,1,83.75896551724139,31,214418
4.02464,5.44958,0.09386,23.00661,1,83.73293103448276,31,214419
4.024,5.44958,0.0953799999999999,23.20784,1,83.70672413793105,31,214420
4.024,5.4504,0.09689,23.20784,1,83.68068965517242,31,214421
4.02336,5.4504,0.09841,23.20784,1,83.6544827586207,31,214422
4.02336,5.4504,0.09992,23.00661,1,83.62844827586207,31,214423
4.02271,5.44958,0.1014299999999999,23.20784,1,83.60241379310347,31,214424
4.02271,5.4504,0.10295,23.20784,1,83.57620689655174,31,214425
4.022069999999999,5.44958,0.10446,23.20784,1,83.5501724137931,31,214426
4.0214300000000005,5.44958,0.1059799999999999,23.20784,1,83.5239655172414,31,214427
4.0214300000000005,5.44958,0.10749,23.20784,1,83.49793103448276,31,214428
4.02078,5.44958,0.109,23.21902,1,83.47189655172416,31,214429
4.02078,5.4504,0.11052,23.20784,1,83.44568965517242,31,214430
4.0201400000000005,5.44958,0.1120299999999999,23.20784,1,83.41965517241381,31,214431
4.0195,5.44958,0.11355,23.20784,1,83.39344827586207,31,214432
4.0195,5.4504,0.11507,23.19666,1,83.36724137931036,31,214433
4.01885,5.4504,0.11657,23.20784,1,83.34137931034483,31,214434
4.01821,5.44958,0.11809,23.20784,1,83.31517241379312,31,214435
4.01821,5.4504,0.1196,23.20784,1,83.28913793103449,31,214436
4.01756,5.4504,0.12111,23.21902,1,83.26310344827587,31,214437
4.01756,5.44958,0.1226299999999999,23.20784,1,83.23689655172414,31,214438
4.01692,5.4504,0.12415,23.21902,1,83.21068965517242,31,214439
4.01692,5.44958,0.12566,23.20784,1,83.18465517241381,31,214440
4.01628,5.4504,0.12717,23.21902,1,83.15862068965518,31,214441
4.01628,5.44958,0.12869,23.20784,1,83.13241379310347,31,214442
4.015630000000001,5.44958,0.1302,23.21902,1,83.10637931034483,31,214443
4.01499,5.44958,0.13171,23.21902,1,83.08034482758622,31,214444
4.01499,5.4504,0.13323,23.21902,1,83.05413793103449,31,214445
4.01435,5.4504,0.13474,23.21902,1,83.02810344827587,31,214446
4.01435,5.44958,0.13626,23.21902,1,83.00189655172414,31,214447
4.0137,5.44958,0.13777,23.21902,1,82.97586206896553,31,214448
4.0137,5.44958,0.13928,23.21902,1,82.94982758620691,31,214449
4.01306,5.4504,0.1408,23.21902,1,82.9236206896552,31,214450
4.01242,5.4504,0.14231,23.21902,1,82.89758620689656,31,214451
4.011769999999999,5.4504,0.1438299999999999,23.21902,1,82.87137931034484,31,214452
4.011769999999999,5.4504,0.14534,23.20784,1,82.84534482758622,31,214453
4.0111300000000005,5.4504,0.14685,23.21902,1,82.8193103448276,31,214454
4.0111300000000005,5.44958,0.14837,23.42024,1,82.79310344827587,31,214455
4.01048,5.4504,0.1498799999999999,23.42024,1,82.76706896551725,31,214456
4.0098400000000005,5.44958,0.1514,23.21902,1,82.74086206896553,31,214457
4.0098400000000005,5.4504,0.15291,23.42024,1,82.7148275862069,31,214458
4.0092,5.44958,0.15442,23.40906,1,82.68879310344828,31,214459
4.00855,5.4504,0.1559299999999999,23.42024,1,82.66275862068967,31,214460
4.00791,5.44958,0.15745,23.42024,1,82.63655172413795,31,214461
4.00791,5.4504,0.15896,23.40906,1,82.61051724137933,31,214462
4.00727,5.44958,0.1604799999999999,23.42024,1,82.5843103448276,31,214463
4.00662,5.44958,0.16199,23.42024,1,82.55827586206897,31,214464
4.00662,5.44958,0.16351,23.42024,1,82.53206896551725,31,214465
4.00598,5.44958,0.16502,23.42024,1,82.50603448275862,31,214466
4.00598,5.4504,0.16654,23.42024,1,82.4798275862069,31,214467
4.00534,5.44958,0.16805,23.40906,1,82.45379310344828,31,214468
4.00469,5.44958,0.16957,23.40906,1,82.42758620689656,31,214469
4.00469,5.4504,0.1710799999999999,23.40906,1,82.40155172413795,31,214470
4.00405,5.44958,0.17259,23.42024,1,82.37551724137933,31,214471
4.0034,5.44958,0.1741,23.42024,1,82.3494827586207,31,214472
4.0034,5.44958,0.17562,23.42024,1,82.32327586206897,31,214473
4.002759999999999,5.44958,0.1771299999999999,23.42024,1,82.29724137931035,31,214474
4.00212,5.4504,0.17865,23.42024,1,82.27103448275862,31,214475
4.001469999999999,5.44958,0.18016,23.42024,1,82.24500000000002,31,214476
4.001469999999999,5.4504,0.18167,23.42024,1,82.21896551724139,31,214477
4.0008300000000006,5.44958,0.18319,23.42024,1,82.19275862068967,31,214478
4.0008300000000006,5.4504,0.1847,23.42024,1,82.16672413793104,31,214479
4.00019,5.44958,0.18621,23.42024,1,82.14068965517242,31,214480
3.99954,5.4504,0.18773,23.42024,1,82.1144827586207,31,214481
3.9989,5.44958,0.18924,23.42024,1,82.08844827586208,31,214482
3.9989,5.4504,0.1907599999999999,23.40906,1,82.06224137931035,31,214483
3.99826,5.4504,0.19227,23.42024,1,82.03620689655173,31,214484
3.99761,5.44958,0.19379,23.40906,1,82.01000000000002,31,214485
3.99697,5.44958,0.1953,23.42024,1,81.98396551724139,31,214486
3.99697,5.44958,0.1968099999999999,23.42024,1,81.95793103448275,31,214487
3.99632,5.44958,0.19833,23.42024,1,81.93172413793104,31,214488
3.99632,5.4504,0.19984,23.42024,1,81.90568965517242,31,214489
3.99568,5.44958,0.2013599999999999,23.42024,1,81.8794827586207,31,214490
3.99504,5.44958,0.20287,23.42024,1,81.85344827586208,31,214491
3.99439,5.44958,0.20438,23.42024,1,81.82741379310347,31,214492
3.99439,5.44958,0.20589,23.42024,1,81.80137931034484,31,214493
3.99375,5.44958,0.2074099999999999,23.42024,1,81.7751724137931,31,214494
