Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.01435,-21.79997,0.00545,31.99462,4,87.26689655172414,31,67877
4.00598,-21.79915,0.0115,31.99462,4,87.16258620689655,31,67878
4.00019,-21.79997,0.01757,31.99462,4,87.05793103448276,31,67879
3.99504,-21.79915,0.02419,31.99462,4,86.94379310344827,31,67880
3.99118,-21.79997,0.03025,31.98344,4,86.8393103448276,31,67881
3.98731,-21.79915,0.03572,31.98344,4,86.745,31,67882
3.98474,-21.79915,0.04176,31.99462,4,86.64086206896552,31,67883
3.98152,-21.79915,0.04782,31.99462,4,86.53637931034484,31,67884
3.9783,-21.79915,0.05386,31.99462,4,86.43224137931036,31,67885
3.97573,-21.79915,0.05992,32.20702,4,86.32775862068966,31,67886
3.97315,-21.79915,0.06599,32.20702,4,86.22310344827586,31,67887
3.97122,-21.79997,0.0720399999999999,32.20702,4,86.11879310344827,31,67888
3.96865,-21.79915,0.0781,32.20702,4,86.01431034482759,31,67889
3.96607,-21.79997,0.08417,32.20702,4,85.90965517241379,31,67890
3.96414,-21.79915,0.0902,32.20702,4,85.80568965517242,31,67891
3.96221,-21.79915,0.0962799999999999,32.20702,4,85.70086206896552,31,67892
3.960280000000001,-21.79915,0.10232,32.20702,4,85.59672413793103,31,67893
3.95835,-21.79915,0.1083599999999999,32.20702,4,85.49258620689655,31,67894
3.95642,-21.79915,0.11445,32.41943,4,85.38758620689656,31,67895
3.95449,-21.79997,0.12108,32.41943,4,85.27327586206897,31,67896
3.95256,-21.79915,0.12653,32.41943,4,85.1793103448276,31,67897
3.95127,-21.79915,0.1326099999999999,32.41943,4,85.0744827586207,31,67898
3.94934,-21.79997,0.1386599999999999,32.41943,4,84.97017241379312,31,67899
3.94805,-21.79997,0.14469,32.41943,4,84.86620689655173,31,67900
3.94612,-21.79915,0.15136,32.62065,4,84.75120689655172,31,67901
3.944830000000001,-21.79915,0.15684,32.63183,4,84.65672413793104,31,67902
3.94355,-21.79915,0.16347,32.63183,4,84.54241379310345,31,67903
3.94162,-21.79915,0.16892,32.62065,4,84.44844827586208,31,67904
3.94033,-21.79915,0.17499,32.62065,4,84.34379310344828,31,67905
3.93904,-21.79915,0.18104,32.62065,4,84.2394827586207,31,67906
3.93775,-21.79915,0.18769,32.83305,4,84.1248275862069,31,67907
3.93582,-21.79997,0.19314,32.83305,4,84.03086206896553,31,67908
3.93454,-21.79997,0.19922,32.83305,4,83.92603448275861,31,67909
3.93325,-21.79915,0.20586,32.83305,4,83.81155172413793,31,67910
3.93196,-21.79915,0.21191,32.821870000000004,4,83.70724137931036,31,67911
3.93067,-21.79997,0.21738,32.83305,4,83.61293103448276,31,67912
3.92939,-21.79997,0.22343,33.04546,4,83.50862068965519,31,67913
3.9281,-21.79997,0.2300699999999999,33.04546,4,83.39413793103449,31,67914
3.92681,-21.79915,0.23553,33.04546,4,83.30000000000001,31,67915
3.92488,-21.79915,0.24159,33.04546,4,83.1955172413793,31,67916
3.92359,-21.79915,0.2476699999999999,33.034279999999995,4,83.09068965517241,31,67917
3.92231,-21.79915,0.25372,33.04546,4,82.98637931034483,31,67918
3.92102,-21.79915,0.26035,33.24668,4,82.87206896551724,31,67919
3.91973,-21.79915,0.26581,33.25786,4,82.77793103448276,31,67920
3.91844,-21.79997,0.27186,33.25786,4,82.67362068965518,31,67921
3.91651,-21.79915,0.27852,33.25786,4,82.55879310344828,31,67922
3.91523,-21.79915,0.28397,33.25786,4,82.4648275862069,31,67923
3.91394,-21.79915,0.29063,33.24668,4,82.35000000000001,31,67924
3.91265,-21.79915,0.29608,33.25786,4,82.25603448275864,31,67925
3.91136,-21.79997,0.30215,33.24668,4,82.15137931034484,31,67926
3.91008,-21.79915,0.3082,33.24668,4,82.04706896551724,31,67927
3.90815,-21.79997,0.31425,33.45908,4,81.94275862068966,31,67928
3.90686,-21.79997,0.32032,33.45908,4,81.83810344827587,31,67929
3.90557,-21.79997,0.32637,33.45908,4,81.73379310344829,31,67930
3.90428,-21.79915,0.33244,33.45908,4,81.62913793103449,31,67931
3.903,-21.79997,0.3385,33.45908,4,81.5246551724138,31,67932
3.90171,-21.79997,0.34455,33.45908,4,81.4203448275862,31,67933
3.90042,-21.79997,0.3506,33.45908,4,81.31603448275862,31,67934
3.89914,-21.79915,0.35724,33.45908,4,81.20155172413793,31,67935
3.8972,-21.79997,0.36271,33.45908,4,81.10724137931035,31,67936
3.89592,-21.79997,0.36877,33.45908,4,81.00275862068966,31,67937
3.89463,-21.79997,0.37481,33.45908,4,80.89862068965517,31,67938
3.89334,-21.79915,0.38086,33.671490000000006,4,80.79431034482758,31,67939
3.8927,-21.79997,0.38691,33.671490000000006,4,80.69,31,67940
3.89141,-21.79997,0.39298,33.671490000000006,4,80.58534482758621,31,67941
3.89012,-21.79997,0.39904,33.66031,4,80.48086206896552,31,67942
