Voltage [V],Current [A],AhStep [Ah],TempBottom [C],CRate [-],SOC [%],Cycle [-],Time [s]
4.01821,-21.79915,0.0060799999999999,32.20702,4,86.83068965517242,42,92431
4.0111300000000005,-21.79997,0.01213,32.20702,4,86.72637931034483,42,92432
4.00534,-21.79997,0.01819,32.20702,4,86.62189655172413,42,92433
4.00019,-21.79915,0.02423,32.20702,4,86.51775862068965,42,92434
3.99568,-21.79915,0.0303,32.20702,4,86.41310344827585,42,92435
3.99246,-21.79997,0.03635,32.20702,4,86.30879310344828,42,92436
3.9886,-21.79915,0.04239,32.41943,4,86.2046551724138,42,92437
3.98538,-21.79915,0.04843,32.41943,4,86.10051724137931,42,92438
3.98281,-21.79915,0.05452,32.40825,4,85.9955172413793,42,92439
3.97959,-21.79915,0.06055,32.41943,4,85.89155172413793,42,92440
3.97702,-21.79997,0.06662,32.40825,4,85.78689655172414,42,92441
3.97508,-21.79915,0.07266,32.40825,4,85.68275862068965,42,92442
3.97251,-21.79997,0.07875,32.41943,4,85.57775862068965,42,92443
3.96994,-21.79997,0.08478,32.40825,4,85.47379310344827,42,92444
3.968,-21.79997,0.09083,32.41943,4,85.36948275862068,42,92445
3.965430000000001,-21.79997,0.09688,32.40825,4,85.26517241379311,42,92446
3.9635,-21.79997,0.10296,32.63183,4,85.1603448275862,42,92447
3.96221,-21.79997,0.10901,32.63183,4,85.05603448275862,42,92448
3.95964,-21.79997,0.11507,32.63183,4,84.95155172413793,42,92449
3.95771,-21.79997,0.1211,32.62065,4,84.84758620689654,42,92450
3.95578,-21.79997,0.12718,32.63183,4,84.74275862068966,42,92451
3.95449,-21.79997,0.13323,32.62065,4,84.63844827586206,42,92452
3.95256,-21.79997,0.13928,32.63183,4,84.53413793103448,42,92453
3.95127,-21.79915,0.14533,32.83305,4,84.42982758620688,42,92454
3.949980000000001,-21.79915,0.1514,32.83305,4,84.32517241379311,42,92455
3.94805,-21.79915,0.15744,32.83305,4,84.22103448275861,42,92456
3.94612,-21.79997,0.16352,32.83305,4,84.11620689655172,42,92457
3.944830000000001,-21.79997,0.16955,32.83305,4,84.01224137931034,42,92458
3.94355,-21.79915,0.17563,32.83305,4,83.90741379310344,42,92459
3.94226,-21.79915,0.18167,33.034279999999995,4,83.80327586206897,42,92460
3.94033,-21.79915,0.18774,33.034279999999995,4,83.69862068965517,42,92461
3.93904,-21.79997,0.19377,33.04546,4,83.5946551724138,42,92462
3.93775,-21.79997,0.19985,33.04546,4,83.4898275862069,42,92463
3.93647,-21.79997,0.20588,33.04546,4,83.38586206896552,42,92464
3.93454,-21.79915,0.21194,33.24668,4,83.28137931034482,42,92465
3.93325,-21.79915,0.21799,33.04546,4,83.17706896551724,42,92466
3.93196,-21.79915,0.22405,33.25786,4,83.07258620689655,42,92467
3.93067,-21.79915,0.2301099999999999,33.24668,4,82.96810344827585,42,92468
3.92939,-21.79915,0.2361599999999999,33.24668,4,82.86379310344827,42,92469
3.9281,-21.79997,0.24224,33.25786,4,82.75896551724138,42,92470
3.92617,-21.79915,0.2483,33.25786,4,82.65448275862069,42,92471
3.92488,-21.79997,0.25432,33.25786,4,82.55068965517242,42,92472
3.92359,-21.79997,0.26037,33.25786,4,82.44637931034482,42,92473
3.92231,-21.79997,0.26644,33.45908,4,82.34172413793102,42,92474
3.92102,-21.79915,0.27248,33.47026,4,82.23758620689655,42,92475
3.91973,-21.79915,0.27856,33.45908,4,82.13275862068966,42,92476
3.9178,-21.79915,0.28461,33.45908,4,82.02844827586208,42,92477
3.91651,-21.79915,0.29065,33.45908,4,81.92431034482757,42,92478
3.91523,-21.79915,0.29672,33.45908,4,81.8196551724138,42,92479
3.91394,-21.79915,0.30279,33.48144,4,81.715,42,92480
3.91265,-21.79915,0.30883,33.671490000000006,4,81.61086206896552,42,92481
3.91136,-21.79997,0.31488,33.66031,4,81.50655172413794,42,92482
3.91008,-21.79915,0.3209599999999999,33.671490000000006,4,81.40172413793103,42,92483
3.90815,-21.79997,0.3270099999999999,33.66031,4,81.29741379310346,42,92484
3.90686,-21.79915,0.33305,33.671490000000006,4,81.19327586206897,42,92485
3.90557,-21.79915,0.33912,33.66031,4,81.08862068965517,42,92486
3.90428,-21.79915,0.3451599999999999,33.671490000000006,4,80.98448275862069,42,92487
3.903,-21.79997,0.35122,33.671490000000006,4,80.88,42,92488
3.90171,-21.79915,0.35729,33.671490000000006,4,80.7753448275862,42,92489
3.90042,-21.79997,0.36334,33.87271,4,80.67103448275863,42,92490
3.89914,-21.79915,0.36939,33.88389,4,80.56672413793103,42,92491
3.89785,-21.79997,0.37546,33.87271,4,80.46206896551723,42,92492
3.89656,-21.79997,0.38151,33.87271,4,80.35775862068967,42,92493
3.89463,-21.79997,0.3875699999999999,33.88389,4,80.25327586206896,42,92494
3.89399,-21.79997,0.39361,33.88389,4,80.14913793103449,42,92495
3.8927,-21.79915,0.39965,33.87271,4,80.045,42,92496
3.89141,-21.79915,0.4057199999999999,33.88389,4,79.9403448275862,42,92497
3.89012,-21.79997,0.41176,33.88389,4,79.83620689655172,42,92498
3.88948,-21.79997,0.41784,33.88389,4,79.73137931034482,42,92499
3.88819,-21.79915,0.4238699999999999,33.88389,4,79.62741379310346,42,92500
3.88691,-21.79997,0.42996,33.87271,4,79.52241379310344,42,92501
